Name,URL,SKU,Description,Category,Brand,Rating Value,Review Count,Price,Price Currency,Availability,Material,Review,Rate,Reviewer,Review Date
California Poppy | Eschscholzia Californica | Leaf | Powder,https://www.etsy.com/listing/675584915/california-poppy-eschscholzia,675584915,"California Poppy Pure Leaf™  Aroma: herbal Color: dark green Composition: small, uniform leaves with small stems  Grade: Fancy USDA Certified Organic  *New* California Poppy Leaf Powder This is outstanding material obtained directly from an organic farm. It is harvested by hand. As the title states this is the powder from California Poppy Leaves not the whole plant.  Botanical name: Eschscholzia Californica  Also called: California Sunlight, Cup of Gold and Golden poppy  California Poppy is a very stemy plant and is only produced as herb (the entire plant cut up). Surfside Naturals Pure Leaf™ California Poppy is hand processed to remove a significant percentage of the large, hard stems. On average, when one pound (16 ounces) of this herb is processed, nine ounces of stems are removed, leaving 7 ounces of leaf, flower, and some smaller, more supple stems. This enhances the potency and flavor of the material.  California Poppy is said to possibly have a history of being used in a diffusion for relaxation and may have mild pain-relieving properties. More scientific research is needed to fully verify its effectiveness.  This item is considered perishable. We are unable to accept returns unless the wrong item is shipped or the item is damaged.  Cautions: may cause drowsiness and complications with anesthesia.  Pregnant or nursing women and persons with health problems must consult a physician before use.  The statements above have not been evaluated by the Food and Drug Administration.  Copyright © Surfside Naturals 2023. All rights reserved.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",SurfsideNaturals,4.8,2975,,USD,https://schema.org/InStock,Eschscholzia Californica,Arrived quickly and great quality!,5,Kevin Barkley,2022-05-06
Californian Poppy | Eschscholzia Californica | Organic Californian Poppy,https://www.etsy.com/listing/1675849295/californian-poppy-eschscholzia,1675849295,"Californian Poppy Herb | Organic Californian Poppy  Latin name: Eschscholzia Californica  *Our Californian Poppy Herb is 100% organic and of the highest quality*  Californian Poppy is an ancient herb used by the native American Indians.  The herb is grows wild in western northern America.  It has been used for century&#39;s and has many spiritual & varied properties.  We achieve the freshness of the dried herb due to our exceptional knowledge about correct storage.  All our herbs are blessed with love and a high vibrational energy.  Here at Herbalmonkey we do not give any medical advice.  Always seek advice from a fully qualified medical practitioner before you diagnose any conditions or take any supplements to aid any health issue.  We do not advise on human consumption, this botanical is for collection purposes only.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",Herbalmonkey,4.9,811,,USD,https://schema.org/InStock,Recyclable Sealed Bag/Dried Herb/Organic Herb,Enjoying working with this herb and learning more about it,5,Paul,2024-07-14
Californian Poppy | Eschscholzia Californica | Organic Californian Poppy,https://www.etsy.com/listing/1675849295/californian-poppy-eschscholzia,1675849295,"Californian Poppy Herb | Organic Californian Poppy  Latin name: Eschscholzia Californica  *Our Californian Poppy Herb is 100% organic and of the highest quality*  Californian Poppy is an ancient herb used by the native American Indians.  The herb is grows wild in western northern America.  It has been used for century&#39;s and has many spiritual & varied properties.  We achieve the freshness of the dried herb due to our exceptional knowledge about correct storage.  All our herbs are blessed with love and a high vibrational energy.  Here at Herbalmonkey we do not give any medical advice.  Always seek advice from a fully qualified medical practitioner before you diagnose any conditions or take any supplements to aid any health issue.  We do not advise on human consumption, this botanical is for collection purposes only.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",Herbalmonkey,4.9,811,,USD,https://schema.org/InStock,Recyclable Sealed Bag/Dried Herb/Organic Herb,Excellent quality and service as always! Thank you so much 🙂,5,Mrs Amanda J Green,2024-02-29
Californian Poppy | Eschscholzia Californica | Organic Californian Poppy,https://www.etsy.com/listing/1675849295/californian-poppy-eschscholzia,1675849295,"Californian Poppy Herb | Organic Californian Poppy  Latin name: Eschscholzia Californica  *Our Californian Poppy Herb is 100% organic and of the highest quality*  Californian Poppy is an ancient herb used by the native American Indians.  The herb is grows wild in western northern America.  It has been used for century&#39;s and has many spiritual & varied properties.  We achieve the freshness of the dried herb due to our exceptional knowledge about correct storage.  All our herbs are blessed with love and a high vibrational energy.  Here at Herbalmonkey we do not give any medical advice.  Always seek advice from a fully qualified medical practitioner before you diagnose any conditions or take any supplements to aid any health issue.  We do not advise on human consumption, this botanical is for collection purposes only.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",Herbalmonkey,4.9,811,,USD,https://schema.org/InStock,Recyclable Sealed Bag/Dried Herb/Organic Herb,"great quality, good for sleep",5,Becky,2024-02-19
"Organic California Poppy Plant, c/s (Eschscholzia californica)",https://www.etsy.com/listing/1404300808/organic-california-poppy-plant-cs,1404300808,"Botanical Name: Eschscholzia californica Origin: USA  Organic California Poppy, a powerful natural solution for those seeking relief from anxiety and sleeplessness. Our poppy is carefully cultivated in California using organic farming methods, ensuring that each flower is of the highest quality and purity.  Say goodbye to tossing and turning all night and hello to restful, rejuvenating sleep. Our California Poppy is a natural sedative that helps to promote calm and relaxation. Its gentle, non-addictive properties make it an excellent alternative to harsh pharmaceuticals that can leave you feeling groggy and unfocused.  But that&#39;s not all. Our Organic California Poppy is also an effective remedy for anxiety, a common affliction that can be debilitating and negatively impact your daily life. The natural compounds in our poppy help to soothe frayed nerves and promote a sense of well-being, allowing you to tackle each day with renewed energy and focus.  We are proud to say that our Organic California Poppy is sustainably and ethically sourced, so you can feel good about your purchase and its impact on the planet.  So, whether you&#39;re looking for relief from anxiety or a better night&#39;s sleep, our Organic California Poppy is the perfect choice. Try it today and experience the benefits for yourself.   *Disclaimer: This information is for educational purposes only and has not been evaluated by the CFIA or FDA. It is not intended to diagnose, treat, cure, or prevent any disease.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",ZeeHerbs,4.7,232,,USD,https://schema.org/InStock,Organic California Poppy Plant,All of the above described,5,Gaylen Fry,2024-08-27
"Organic California Poppy Plant, c/s (Eschscholzia californica)",https://www.etsy.com/listing/1404300808/organic-california-poppy-plant-cs,1404300808,"Botanical Name: Eschscholzia californica Origin: USA  Organic California Poppy, a powerful natural solution for those seeking relief from anxiety and sleeplessness. Our poppy is carefully cultivated in California using organic farming methods, ensuring that each flower is of the highest quality and purity.  Say goodbye to tossing and turning all night and hello to restful, rejuvenating sleep. Our California Poppy is a natural sedative that helps to promote calm and relaxation. Its gentle, non-addictive properties make it an excellent alternative to harsh pharmaceuticals that can leave you feeling groggy and unfocused.  But that&#39;s not all. Our Organic California Poppy is also an effective remedy for anxiety, a common affliction that can be debilitating and negatively impact your daily life. The natural compounds in our poppy help to soothe frayed nerves and promote a sense of well-being, allowing you to tackle each day with renewed energy and focus.  We are proud to say that our Organic California Poppy is sustainably and ethically sourced, so you can feel good about your purchase and its impact on the planet.  So, whether you&#39;re looking for relief from anxiety or a better night&#39;s sleep, our Organic California Poppy is the perfect choice. Try it today and experience the benefits for yourself.   *Disclaimer: This information is for educational purposes only and has not been evaluated by the CFIA or FDA. It is not intended to diagnose, treat, cure, or prevent any disease.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",ZeeHerbs,4.7,232,,USD,https://schema.org/InStock,Organic California Poppy Plant,"Good quality,was shipped quickly.  Arrived fast!",5,Vcky,2024-06-26
"Organic California Poppy Plant, c/s (Eschscholzia californica)",https://www.etsy.com/listing/1404300808/organic-california-poppy-plant-cs,1404300808,"Botanical Name: Eschscholzia californica Origin: USA  Organic California Poppy, a powerful natural solution for those seeking relief from anxiety and sleeplessness. Our poppy is carefully cultivated in California using organic farming methods, ensuring that each flower is of the highest quality and purity.  Say goodbye to tossing and turning all night and hello to restful, rejuvenating sleep. Our California Poppy is a natural sedative that helps to promote calm and relaxation. Its gentle, non-addictive properties make it an excellent alternative to harsh pharmaceuticals that can leave you feeling groggy and unfocused.  But that&#39;s not all. Our Organic California Poppy is also an effective remedy for anxiety, a common affliction that can be debilitating and negatively impact your daily life. The natural compounds in our poppy help to soothe frayed nerves and promote a sense of well-being, allowing you to tackle each day with renewed energy and focus.  We are proud to say that our Organic California Poppy is sustainably and ethically sourced, so you can feel good about your purchase and its impact on the planet.  So, whether you&#39;re looking for relief from anxiety or a better night&#39;s sleep, our Organic California Poppy is the perfect choice. Try it today and experience the benefits for yourself.   *Disclaimer: This information is for educational purposes only and has not been evaluated by the CFIA or FDA. It is not intended to diagnose, treat, cure, or prevent any disease.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",ZeeHerbs,4.7,232,,USD,https://schema.org/InStock,Organic California Poppy Plant,"I have become a regular customer, and appreciate everything",5,James McAteer,2024-02-14
"Organic California Poppy Plant, c/s (Eschscholzia californica)",https://www.etsy.com/listing/1404300808/organic-california-poppy-plant-cs,1404300808,"Botanical Name: Eschscholzia californica Origin: USA  Organic California Poppy, a powerful natural solution for those seeking relief from anxiety and sleeplessness. Our poppy is carefully cultivated in California using organic farming methods, ensuring that each flower is of the highest quality and purity.  Say goodbye to tossing and turning all night and hello to restful, rejuvenating sleep. Our California Poppy is a natural sedative that helps to promote calm and relaxation. Its gentle, non-addictive properties make it an excellent alternative to harsh pharmaceuticals that can leave you feeling groggy and unfocused.  But that&#39;s not all. Our Organic California Poppy is also an effective remedy for anxiety, a common affliction that can be debilitating and negatively impact your daily life. The natural compounds in our poppy help to soothe frayed nerves and promote a sense of well-being, allowing you to tackle each day with renewed energy and focus.  We are proud to say that our Organic California Poppy is sustainably and ethically sourced, so you can feel good about your purchase and its impact on the planet.  So, whether you&#39;re looking for relief from anxiety or a better night&#39;s sleep, our Organic California Poppy is the perfect choice. Try it today and experience the benefits for yourself.   *Disclaimer: This information is for educational purposes only and has not been evaluated by the CFIA or FDA. It is not intended to diagnose, treat, cure, or prevent any disease.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",ZeeHerbs,4.7,232,,USD,https://schema.org/InStock,Organic California Poppy Plant,Fast shipping and great product.  Thank you!,5,Julie Olsen,2024-02-05
"California Poppy, Eschscholzia californica,  2X Tincture / Liquid Extract ~ Schmerbals Herbals®",https://www.etsy.com/listing/743571979/california-poppy-eschscholzia,743571979,"California Poppy, Eschscholzia californica,  2X Tincture / Liquid Extract, 100% All Natural ~ Schmerbals Herbals®  This is a liquid extract with the concentration of 2:1 weight/volume in 40% grain neutral spirits. NOT AN ESSENTIAL OIL  FREE DOMESTIC SHIPPING ON ORDERS OVER $35  Double Strength Standardized Liquid Extract Ingredients: 80 proof Grain Neutral spirits, Eschscholzia californica plant material, maltodextrin  1ounce (30ml.) of liquid extract contains the equivalent of 56 grams of plant matter. 1 dropperful (approx. 20 drops) is approx. 1ml. Approx. equivalent of 1.8 grams of plant matter is in each ml  Wishing you well in all of your creative herbing adventures!  ~ Schmerbals Herbals  We make no claims regarding this product. This product is sold as a botanical sample only.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",SchmerbalsHerbals,4.9,21556,,USD,https://schema.org/InStock,Tincture/Schmerbals Herbals/Schmerbals,I love it it’s good for pain I have very bad migraines and this helped I also have anxiety disorder and get anxiety attacks and this has helped too for that I mix it with passionflower 🥰I love it great airón to my vitamins,5,Ms Monetx,2024-09-01
"California Poppy, Eschscholzia californica,  2X Tincture / Liquid Extract ~ Schmerbals Herbals®",https://www.etsy.com/listing/743571979/california-poppy-eschscholzia,743571979,"California Poppy, Eschscholzia californica,  2X Tincture / Liquid Extract, 100% All Natural ~ Schmerbals Herbals®  This is a liquid extract with the concentration of 2:1 weight/volume in 40% grain neutral spirits. NOT AN ESSENTIAL OIL  FREE DOMESTIC SHIPPING ON ORDERS OVER $35  Double Strength Standardized Liquid Extract Ingredients: 80 proof Grain Neutral spirits, Eschscholzia californica plant material, maltodextrin  1ounce (30ml.) of liquid extract contains the equivalent of 56 grams of plant matter. 1 dropperful (approx. 20 drops) is approx. 1ml. Approx. equivalent of 1.8 grams of plant matter is in each ml  Wishing you well in all of your creative herbing adventures!  ~ Schmerbals Herbals  We make no claims regarding this product. This product is sold as a botanical sample only.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",SchmerbalsHerbals,4.9,21556,,USD,https://schema.org/InStock,Tincture/Schmerbals Herbals/Schmerbals,Good quality items. Will purchase from seller again.,5,Bronwyn B.,2024-08-19
"California Poppy, Eschscholzia californica,  2X Tincture / Liquid Extract ~ Schmerbals Herbals®",https://www.etsy.com/listing/743571979/california-poppy-eschscholzia,743571979,"California Poppy, Eschscholzia californica,  2X Tincture / Liquid Extract, 100% All Natural ~ Schmerbals Herbals®  This is a liquid extract with the concentration of 2:1 weight/volume in 40% grain neutral spirits. NOT AN ESSENTIAL OIL  FREE DOMESTIC SHIPPING ON ORDERS OVER $35  Double Strength Standardized Liquid Extract Ingredients: 80 proof Grain Neutral spirits, Eschscholzia californica plant material, maltodextrin  1ounce (30ml.) of liquid extract contains the equivalent of 56 grams of plant matter. 1 dropperful (approx. 20 drops) is approx. 1ml. Approx. equivalent of 1.8 grams of plant matter is in each ml  Wishing you well in all of your creative herbing adventures!  ~ Schmerbals Herbals  We make no claims regarding this product. This product is sold as a botanical sample only.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",SchmerbalsHerbals,4.9,21556,,USD,https://schema.org/InStock,Tincture/Schmerbals Herbals/Schmerbals,Helps with pain of neuropathy,5,Pamela,2024-08-10
"California Poppy, Eschscholzia californica,  2X Tincture / Liquid Extract ~ Schmerbals Herbals®",https://www.etsy.com/listing/743571979/california-poppy-eschscholzia,743571979,"California Poppy, Eschscholzia californica,  2X Tincture / Liquid Extract, 100% All Natural ~ Schmerbals Herbals®  This is a liquid extract with the concentration of 2:1 weight/volume in 40% grain neutral spirits. NOT AN ESSENTIAL OIL  FREE DOMESTIC SHIPPING ON ORDERS OVER $35  Double Strength Standardized Liquid Extract Ingredients: 80 proof Grain Neutral spirits, Eschscholzia californica plant material, maltodextrin  1ounce (30ml.) of liquid extract contains the equivalent of 56 grams of plant matter. 1 dropperful (approx. 20 drops) is approx. 1ml. Approx. equivalent of 1.8 grams of plant matter is in each ml  Wishing you well in all of your creative herbing adventures!  ~ Schmerbals Herbals  We make no claims regarding this product. This product is sold as a botanical sample only.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",SchmerbalsHerbals,4.9,21556,,USD,https://schema.org/InStock,Tincture/Schmerbals Herbals/Schmerbals,Thank you 🙏🏿 it was needed and the quality you can see it immediately,5,Ms. Q,2024-07-27
Organic CALIFORNIA POPPY -  Eschscholzia californica herb,https://www.etsy.com/listing/1741192833/organic-california-poppy-eschscholzia,1741192833,"Organic CALIFORNIA POPPY (Eschscholzia californica) - cut & dried aerial parts ☆ Grown in the USA ☆ Non-GMO ☆ Certified Organic by USDA ☆ Certified Kosher by Earth Kosher ☆ Sustainably Sourced & Ethically Harvested ☆ Lab analyzed for quality, safety & true botanical identity ☆ Free from irradiation, ozone treatment, sulfites, gasses & other sanitary chemicals  ♥ Organic CALIFORNIA POPPY Tincture available here: https://bossbodyworks.etsy.com/listing/238136874/organic-california-poppy-tincture  ⟡ To add insurance to your order:  https://bossbodyworks.etsy.com/listing/985582673/upgrade-add-shipping-insurance  ꘎♡━━━━━━━━━━━━━━━♡꘎ Smile! BOSS Bodyworks loves you!","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",BossBodyworks,4.9,4594,,USD,https://schema.org/InStock,,,,,
"California Poppy Loose Herb, Organic - 1lb , C/S | Californica Tea",https://www.etsy.com/listing/946760116/california-poppy-loose-herb-organic-1lb,946760116,"Type: California Poppy herb. Color: Greenish.  Process: dry organic California Poppy herb. Other Names: Golden Poppy. Origin: USA  California Poppy, also known as California Sunlight and Golden Poppy, is the state flower of its namesake and is celebrated with an official state holiday each year on the 6th of April. The dried aerial parts of the plant are used in tea blends and to make tinctures, often in combination with Valerian root, Passionflower herb, Chamomile, Hawthorn leaf and flower, Peppermint, or Catnip in teas to soften its bitter taste.   Native American Indians cooked the California Poppy plant in oil to produce a hair tonic.  Unlike some other members of the poppy family, the California poppy (Eschscholzia California) does not contain the same alkaloids that produce a narcotic effect, such as those found in the opium poppy.  CAUTION: DO NOT use during pregnancy due to the risk of uterine contractions.  DISCLAIMER IN ACCORDANCE WITH THE US FDA REGULATIONS  Our information on the use of this herb should never replace the care of a medical doctor. We are not medical professionals and are not claiming to diagnose, treat, cure, or prevent any disease. We are providing information for educational purposes only, based on common and publicly accessible historical information on the herb. You must be 18 years or older to purchase any herb from our store. We recommend that you educate yourself about the use of this herb before purchasing it.   BULK/WHOLESALE: please contact us if you need larger bulk or wholesale orders.  IMPORTANT: the pictures of the products in most cases are zoomed-in photos of the herb, the product description will be a near-accurate description of the herb. Please expect variations in the color of the herb from batch to batch and some possible differences from the picture as this is a natural product that can change with each herb harvest.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",ShellyKongoHerbs,4.7,7724,,USD,https://schema.org/InStock,Organic California Poppy Herb/Californica Tea,It works great...will buy again,5,Gayle,2024-09-10
"California Poppy Loose Herb, Organic - 1lb , C/S | Californica Tea",https://www.etsy.com/listing/946760116/california-poppy-loose-herb-organic-1lb,946760116,"Type: California Poppy herb. Color: Greenish.  Process: dry organic California Poppy herb. Other Names: Golden Poppy. Origin: USA  California Poppy, also known as California Sunlight and Golden Poppy, is the state flower of its namesake and is celebrated with an official state holiday each year on the 6th of April. The dried aerial parts of the plant are used in tea blends and to make tinctures, often in combination with Valerian root, Passionflower herb, Chamomile, Hawthorn leaf and flower, Peppermint, or Catnip in teas to soften its bitter taste.   Native American Indians cooked the California Poppy plant in oil to produce a hair tonic.  Unlike some other members of the poppy family, the California poppy (Eschscholzia California) does not contain the same alkaloids that produce a narcotic effect, such as those found in the opium poppy.  CAUTION: DO NOT use during pregnancy due to the risk of uterine contractions.  DISCLAIMER IN ACCORDANCE WITH THE US FDA REGULATIONS  Our information on the use of this herb should never replace the care of a medical doctor. We are not medical professionals and are not claiming to diagnose, treat, cure, or prevent any disease. We are providing information for educational purposes only, based on common and publicly accessible historical information on the herb. You must be 18 years or older to purchase any herb from our store. We recommend that you educate yourself about the use of this herb before purchasing it.   BULK/WHOLESALE: please contact us if you need larger bulk or wholesale orders.  IMPORTANT: the pictures of the products in most cases are zoomed-in photos of the herb, the product description will be a near-accurate description of the herb. Please expect variations in the color of the herb from batch to batch and some possible differences from the picture as this is a natural product that can change with each herb harvest.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",ShellyKongoHerbs,4.7,7724,,USD,https://schema.org/InStock,Organic California Poppy Herb/Californica Tea,Thank you can&#39;t wait to use,5,Wren,2024-05-25
"California Poppy Loose Herb, Organic - 1lb , C/S | Californica Tea",https://www.etsy.com/listing/946760116/california-poppy-loose-herb-organic-1lb,946760116,"Type: California Poppy herb. Color: Greenish.  Process: dry organic California Poppy herb. Other Names: Golden Poppy. Origin: USA  California Poppy, also known as California Sunlight and Golden Poppy, is the state flower of its namesake and is celebrated with an official state holiday each year on the 6th of April. The dried aerial parts of the plant are used in tea blends and to make tinctures, often in combination with Valerian root, Passionflower herb, Chamomile, Hawthorn leaf and flower, Peppermint, or Catnip in teas to soften its bitter taste.   Native American Indians cooked the California Poppy plant in oil to produce a hair tonic.  Unlike some other members of the poppy family, the California poppy (Eschscholzia California) does not contain the same alkaloids that produce a narcotic effect, such as those found in the opium poppy.  CAUTION: DO NOT use during pregnancy due to the risk of uterine contractions.  DISCLAIMER IN ACCORDANCE WITH THE US FDA REGULATIONS  Our information on the use of this herb should never replace the care of a medical doctor. We are not medical professionals and are not claiming to diagnose, treat, cure, or prevent any disease. We are providing information for educational purposes only, based on common and publicly accessible historical information on the herb. You must be 18 years or older to purchase any herb from our store. We recommend that you educate yourself about the use of this herb before purchasing it.   BULK/WHOLESALE: please contact us if you need larger bulk or wholesale orders.  IMPORTANT: the pictures of the products in most cases are zoomed-in photos of the herb, the product description will be a near-accurate description of the herb. Please expect variations in the color of the herb from batch to batch and some possible differences from the picture as this is a natural product that can change with each herb harvest.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",ShellyKongoHerbs,4.7,7724,,USD,https://schema.org/InStock,Organic California Poppy Herb/Californica Tea,"I love this tea, will be buying more of it.  Thank 😊 🙏 you for such fast service.  I am very pleased.",5,Veronica,2024-05-17
"California Poppy Loose Herb, Organic - 1lb , C/S | Californica Tea",https://www.etsy.com/listing/946760116/california-poppy-loose-herb-organic-1lb,946760116,"Type: California Poppy herb. Color: Greenish.  Process: dry organic California Poppy herb. Other Names: Golden Poppy. Origin: USA  California Poppy, also known as California Sunlight and Golden Poppy, is the state flower of its namesake and is celebrated with an official state holiday each year on the 6th of April. The dried aerial parts of the plant are used in tea blends and to make tinctures, often in combination with Valerian root, Passionflower herb, Chamomile, Hawthorn leaf and flower, Peppermint, or Catnip in teas to soften its bitter taste.   Native American Indians cooked the California Poppy plant in oil to produce a hair tonic.  Unlike some other members of the poppy family, the California poppy (Eschscholzia California) does not contain the same alkaloids that produce a narcotic effect, such as those found in the opium poppy.  CAUTION: DO NOT use during pregnancy due to the risk of uterine contractions.  DISCLAIMER IN ACCORDANCE WITH THE US FDA REGULATIONS  Our information on the use of this herb should never replace the care of a medical doctor. We are not medical professionals and are not claiming to diagnose, treat, cure, or prevent any disease. We are providing information for educational purposes only, based on common and publicly accessible historical information on the herb. You must be 18 years or older to purchase any herb from our store. We recommend that you educate yourself about the use of this herb before purchasing it.   BULK/WHOLESALE: please contact us if you need larger bulk or wholesale orders.  IMPORTANT: the pictures of the products in most cases are zoomed-in photos of the herb, the product description will be a near-accurate description of the herb. Please expect variations in the color of the herb from batch to batch and some possible differences from the picture as this is a natural product that can change with each herb harvest.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",ShellyKongoHerbs,4.7,7724,,USD,https://schema.org/InStock,Organic California Poppy Herb/Californica Tea,Item is just as described. Fast shipping,5,Cathy,2024-04-24
"California poppy (FRESH Organic plant) tincture, Eschscholzia californica",https://www.etsy.com/listing/730184969/california-poppy-fresh-organic-plant,730184969,"Yes, we grow our own Organic California poppy. We have 300 acres of land where we grow our own herbs and pick others in the wild resulting in a truly organic product from nature. We focus on picking product at the optimum time of the moon and right time of season to ensure maximum power and potency. All of our products are processed by hand with care and attention to quality and excellence.  Tinctures are made from fresh organic herbs.  Part used: Fresh flowers, fresh leaves and stem.  Ratio plant to menstruum: 1:2, 50% alcohol.  Dosage: 15-25 drops up in water up to 3x daily",Home & Living < Outdoor & Gardening < Plants < Herbs,Myherbsforyou,4.9,9448,,EUR,https://schema.org/InStock,Organic Alcohol/Distilled Water/California Flower,Potent and effective tincture. Rich color/flavor. I use when feeling anxious/stressed and trying to sleep. I take 3-4 dropperfulls and it works every time.,5,Deborah Revenaugh,2024-09-13
"California poppy (FRESH Organic plant) tincture, Eschscholzia californica",https://www.etsy.com/listing/730184969/california-poppy-fresh-organic-plant,730184969,"Yes, we grow our own Organic California poppy. We have 300 acres of land where we grow our own herbs and pick others in the wild resulting in a truly organic product from nature. We focus on picking product at the optimum time of the moon and right time of season to ensure maximum power and potency. All of our products are processed by hand with care and attention to quality and excellence.  Tinctures are made from fresh organic herbs.  Part used: Fresh flowers, fresh leaves and stem.  Ratio plant to menstruum: 1:2, 50% alcohol.  Dosage: 15-25 drops up in water up to 3x daily",Home & Living < Outdoor & Gardening < Plants < Herbs,Myherbsforyou,4.9,9448,,EUR,https://schema.org/InStock,Organic Alcohol/Distilled Water/California Flower,"I had insomnia before using California Poppy tincture, and now I sleep like a baby without waking up in the wee hours of the morning. This is one of many great tinctures this seller produces.",5,Dee,2024-09-09
"California poppy (FRESH Organic plant) tincture, Eschscholzia californica",https://www.etsy.com/listing/730184969/california-poppy-fresh-organic-plant,730184969,"Yes, we grow our own Organic California poppy. We have 300 acres of land where we grow our own herbs and pick others in the wild resulting in a truly organic product from nature. We focus on picking product at the optimum time of the moon and right time of season to ensure maximum power and potency. All of our products are processed by hand with care and attention to quality and excellence.  Tinctures are made from fresh organic herbs.  Part used: Fresh flowers, fresh leaves and stem.  Ratio plant to menstruum: 1:2, 50% alcohol.  Dosage: 15-25 drops up in water up to 3x daily",Home & Living < Outdoor & Gardening < Plants < Herbs,Myherbsforyou,4.9,9448,,EUR,https://schema.org/InStock,Organic Alcohol/Distilled Water/California Flower,Repeat buyer of this item. Thank you!,5,Thingamabobs Of Random,2024-09-05
"California poppy (FRESH Organic plant) tincture, Eschscholzia californica",https://www.etsy.com/listing/730184969/california-poppy-fresh-organic-plant,730184969,"Yes, we grow our own Organic California poppy. We have 300 acres of land where we grow our own herbs and pick others in the wild resulting in a truly organic product from nature. We focus on picking product at the optimum time of the moon and right time of season to ensure maximum power and potency. All of our products are processed by hand with care and attention to quality and excellence.  Tinctures are made from fresh organic herbs.  Part used: Fresh flowers, fresh leaves and stem.  Ratio plant to menstruum: 1:2, 50% alcohol.  Dosage: 15-25 drops up in water up to 3x daily",Home & Living < Outdoor & Gardening < Plants < Herbs,Myherbsforyou,4.9,9448,,EUR,https://schema.org/InStock,Organic Alcohol/Distilled Water/California Flower,Item arrived very quickly! Excited to start using it.,5,Ella Rose Design Studio,2024-08-19
Anxie-tea Eleuthero & Passion Flower Herbal Loose Leaf Tea Blend,https://www.etsy.com/listing/1302752680/anxie-tea-eleuthero-passion-flower,1302752680,"This blend is a floral, earthy mix of Eleuthero, Passionflower, Lavender, and Chamomile. Together these herbs have been known to have benefits such as: ◦	Help Decrease Panic Attacks: Eleuthero  ◦	Decrease Pain & Headaches: Passionflower & Lavender ◦	Calm the Body: Passionflower & Lavender & Chamomile ◦	Support the Brain & Cognition: Eleuthero  ◦	Help with Depression & Anxiety: Passionflower & Lavender & Chamomile  ◦	Help Insomnia due to Overthinking: Passionflower  ◦	Strengthen Heart & Mind during Stressful Times: Lavender ◦	Aid in Sleep: Passionflower & Chamomile & Lavender  ◦	Uplift Moon: Lavender & Chamomile  ◦	Ease Stress & Nervousness: Chamomile & Eleuthero & Passionflower ◦	Support the Body & Mind in times of Anxiety: with all the above in a warm cup:)  This package contains: reusable bag of herbal tea blend, reusable tea bag  Size of products: 1.5 oz  Servings contained: 20- 30 cups of tea  Ingredients: Eleuthero, Chamomile, Passion Flower, Lavender  Directions for use: Add 1-2 tbsp of tea blend per cup of water in reusable bag, tie bag strings into bow, cover and steep 15-20 minutes. Compost or throw away herbs and rinse reusable bag after use.   *All of our herbs are high quality and sourced from trusted herb shops. Herbs and other ingredients are mostly organic and are blended with care and appreciation for Mother Earth.   Herbal products are always: all natural, hand blended, vegan, sourced from good quality herbal companies, free of dyes.  Products are made in small batches and may take 1-3 business days before shipment. We accept cancellations within 12 hours of purchase. Returns will not be accepted.  These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. Information is meant to educate or entertain. If pregnant, breastfeeding, or on any medication consult with your doctor before use. Be aware of herbal allergies before consumption of products. Ocean Dew Botanicals cannot be held responsible for adverse affects or allergic reactions from products. Products are intended to support overall vitality and zen-ness.",Home & Living < Food & Drink < Coffee & Tea < Tea,OceanDewBotanicals,4.7,26,16.89,EUR,https://schema.org/InStock,,,,,
