product_name,sku,description,brand,ingredient,rating_value,review_count,image_url,product_url,customer_name,review_date,star_rating,review_title,review_text,neg,neu,pos,compound,sentiment,pred
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,iHerb Customer,"Jul 29, 2024",4 out of 5 stars review,Maca Powder,This product seems to be good quality no extra ingredients Package is ok as it is re usable but still landfill and maybe a larger size would be preferable I m not sure I get any health benefits eg energy or blood pressure change from maca I just enjoy the taste This product is as good as any other I ve tried,tensor(0.0920),tensor(0.6700),tensor(0.2380),tensor(0.8981),positive,positive
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,iHerb customer,"Sep 9, 2024",4 out of 5 stars review,Good,California Gold Nutrition s Organic Maca Root Powder is a great addition to my superfoods routine packed with nutritional benefits The powder blends well into smoothies and recipes though the taste is a bit unusual and takes some getting used to Overall it s a high quality product that delivers on its promises even if the flavor is distinctive,tensor(0.),tensor(0.8200),tensor(0.1800),tensor(0.8860),positive,positive
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,iHerb customer,"Aug 23, 2024",4 out of 5 stars review,good quality,I know that Maca ingredients have many benefits it s a good size with high quality it hasn t got a strong taste of you mix it the only thing I wish was different is the packaging it s not convenient to close and open it in my opinion as its a powder,tensor(0.0470),tensor(0.8080),tensor(0.1440),tensor(0.6703),positive,neutral
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,iHerb Customer,"May 29, 2024",3 out of 5 stars review,Tastes horrid,Tried my best to like this mixed with protein and other kind of drinks but tasted too strong for me to like Maybe easier as capsules but unfortunately this is not for me,tensor(0.0680),tensor(0.5890),tensor(0.3440),tensor(0.9127),positive,negative
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,iHerbCustomer,"May 8, 2024",5 out of 5 stars review,Excellent!,I use Maca before workout With Maca I work wIth weights much easier Besides it is natural no harmful additives And it has sweet taste so I use it instead of sugar with coffee,tensor(0.0540),tensor(0.7410),tensor(0.2050),tensor(0.7269),positive,positive
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,iHerb Customer,"Apr 1, 2024",5 out of 5 stars review,exactly as advertised,This is a great quality product it is the perfect sized product and a healthy diet addition Organic maca is the only ingredient The packaging enables it to stay fresh This superfood can be added to yoghurt or smoothies,tensor(0.),tensor(0.7280),tensor(0.2720),tensor(0.9200),positive,positive
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,iHerb Customer,"Apr 8, 2024",5 out of 5 stars review,Good flavor and price,Great maca powder at a good price I use it with cocoa powder and stevia to make a healthy hot chocolate and also in smoothies It adds an interesting nutmeg y nutty flavor Happy that it s organic too,tensor(0.),tensor(0.6650),tensor(0.3350),tensor(0.9442),positive,positive
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,iHerb Customer,"Apr 23, 2024",5 out of 5 stars review,Excellent!,I recommend to all my friends I enjoy shopping on the site Very well Wonderful The quality is excellent Delivered quickly The product is just great,tensor(0.),tensor(0.4530),tensor(0.5470),tensor(0.9718),positive,positive
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,iHerb Customer,"Apr 6, 2024",5 out of 5 stars review,Excellent!,I put half of teaspoon of maca powder into a few spoonfulls of yogurt and add a TONN of cinammon Cinammon compliments the earthy flavor of maca root As for the benefits it does seem like I have a bit more energy when I take it,tensor(0.),tensor(0.7830),tensor(0.2170),tensor(0.8553),positive,positive
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,iHerb Customer,"May 28, 2024",5 out of 5 stars review,Excellent!,This was priced well and I like to use organic maca powder because it s very versatile to add to smoothies or drinks to get the health benefits of extra energy and immunity,tensor(0.),tensor(0.7510),tensor(0.2490),tensor(0.8074),positive,positive
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,iHerb Customer,"Jun 17, 2024",5 out of 5 stars review,Fantastic Quality and Great Health Benefits!,California Gold Nutrition s Organic Maca Root Powder is fantastic It mixes well into my protein shakes and the resealable bag keeps it fresh It s organic and free from harmful chemicals which I love Great value for the price,tensor(0.),tensor(0.5790),tensor(0.4210),tensor(0.9705),positive,positive
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,iHerb Customer,"Apr 15, 2024",5 out of 5 stars review,High quality ,Perfect size packet that contains a good amount of powder especially for the price Worked great sprinkled on cereal and gave me energy for the day Tasted good too with no bitterness Love that it is organic and no other ingredients,tensor(0.0990),tensor(0.5840),tensor(0.3180),tensor(0.9079),positive,positive
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,iHerb Customer,"Jun 24, 2024",5 out of 5 stars review,"Good price, and does the job!",I started taking maca after I started tracking my menstrual cycle to support my hormonal health after all This brand has the best prices I ve found and it works just as well as more expensive brands,tensor(0.),tensor(0.7860),tensor(0.2140),tensor(0.8402),positive,positive
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,paulina-maria,"Sep 9, 2024",4 out of 5 stars review,Best value ,Good quality maca for a good price Easy to add to smoothies and helps balance hormones Clean and pure ingredients and taste is natural and earthy,tensor(0.),tensor(0.5480),tensor(0.4520),tensor(0.9382),positive,positive
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,iHerbCustomer,"Sep 15, 2024",5 out of 5 stars review,Very good Maca,The taste is very good I has more energy after taking it The size is small I wish it has bigger size,tensor(0.),tensor(0.6960),tensor(0.3040),tensor(0.8067),positive,positive
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,iHerbCustomer,"Aug 23, 2024",3 out of 5 stars review,borderline,natural ingrediant accepted as powder ouder looks natural taste was very bad must add to other foods,tensor(0.1590),tensor(0.5440),tensor(0.2970),tensor(0.3197),positive,negative
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,iHerb Customer,"Jul 31, 2024",5 out of 5 stars review,Good quality,Very nice quality the smell is strong and I actually feel like it has helped me with regulating my cycle,tensor(0.),tensor(0.6570),tensor(0.3430),tensor(0.8357),positive,positive
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,Tulips,"Sep 3, 2024",5 out of 5 stars review,Excellent!,Very good supplement with clear ingredients The size and packaging are great and it has many benefits It has many antioxidants,tensor(0.),tensor(0.5760),tensor(0.4240),tensor(0.9099),positive,positive
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,iHerb customer,"Aug 30, 2024",5 out of 5 stars review,Excellent!,Good ingredients health benefits and quality Boosts energy helps adapt to stress Nice packaging,tensor(0.1120),tensor(0.2790),tensor(0.6100),tensor(0.8885),positive,positive
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,iHerb Customer,"Apr 28, 2024",5 out of 5 stars review,Excellent!,For some reason I have had a difficult time finding maca powder in stores recently and when I do it is very expensive I was pleasured to see this product appear when I was browsing on Herb as it was a great price for the size,tensor(0.0470),tensor(0.8130),tensor(0.1400),tensor(0.7096),positive,negative
"Organic Peruvian Maca Root Powder, USDA Organic, Certified by A Bee Organic, Non GMO, 8.5 oz (240 g) Pure Powder",tensor(746307232),"Adds a Warm, Earthy, Butterscotch Aroma and Flavor to Your Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Supports Active Lifestyle and Libido* Suitable for Vegetarians and Vegans  California Gold Nutrition® Superfoods Organic Maca Root Powders is derived from roots grown at 4,000 feet above sea level in the Peruvian Andes Mountains.",California Gold Nutrition,Main IngredientsOrganic,tensor(4.7000),tensor(1226),https://i5.walmartimages.com/seo/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder_5de3c630-826a-4cbe-a5a6-42eb4502479a.e3e6ce0283002526c38413603d8b4503.jpeg,https://www.walmart.com/ip/Organic-Peruvian-Maca-Root-Powder-USDA-Organic-Certified-by-A-Bee-Organic-Non-GMO-8-5-oz-240-g-Pure-Powder/746307232,iHerb Customer,"May 4, 2024",5 out of 5 stars review,No more headaches,I am a 50 year old woman who would always get headaches during that time of month However since taking this maca powder my headaches are gone I am so relieved and thankful This has been a very big benefit to my life,tensor(0.),tensor(0.7900),tensor(0.2100),tensor(0.8912),positive,positive
